predicted_rank,player_id,player_name,team,position,games,predicted_expected_votes,total_coaches_votes,avg_expected_votes_per_game,number_of_matches_predicted_above_0_5,number_of_matches_predicted_above_1_0,number_of_matches_predicted_above_2_0,best_predicted_match_votes,best_predicted_match_id
284,13036,Mattaes Phillipou,St Kilda,INT,21,0.4139489236144018,0.0,0.019711853505447702,0,0,0,0.10770956137165046,17229
285,13340,Sam Swadling,Collingwood,INT,8,0.40911308532535073,2.0,0.05113913566566884,0,0,0,0.17865829146868084,17252
286,13297,Talor Byrne,Carlton,INT,18,0.4021720503741256,8.0,0.022342891687451422,0,0,0,0.22634632937472315,17224
287,12951,Angus Sheldrick,Sydney,INT,18,0.39804643060898737,0.0,0.022113690589388186,0,0,0,0.09276667021159246,17068
288,12875,Heath Chapman,Fremantle,BPR,22,0.38630954637464626,1.0,0.017559524835211195,0,0,0,0.12004985569917921,17112
289,12391,Conor McKenna,Brisbane Lions,INT,17,0.37942257395443246,9.0,0.022318974938496026,0,0,0,0.16868641318797548,17258
290,12916,Lachlan Bramble,Western Bulldogs,INT,23,0.37722433576565284,6.0,0.016401058076767516,0,0,0,0.1280201842035904,17227
291,12740,Isaac Quaynor,Collingwood,HBFL,20,0.3709930686550794,6.0,0.01854965343275397,0,0,0,0.06070090315027587,17221
292,12091,Nick Haynes,Carlton,BPR,18,0.35907878466831267,2.0,0.019948821370461816,0,0,0,0.08644100336475748,17255
293,12236,Jack Martin,Geelong,FPR,18,0.3513451670939938,3.0,0.019519175949666324,0,0,0,0.11199451370143527,17080
294,13061,James ODonnell,Western Bulldogs,CHB,19,0.3501118906848208,6.0,0.018426941614990568,0,0,0,0.07623988734836684,17227
295,13276,Michael Sellwood,Western Bulldogs,BPL,23,0.34495301818956864,8.0,0.014997957312589941,0,0,0,0.049192727501957446,17227
296,13027,Max Michalanney,Adelaide,BPR,23,0.34487838256076275,0.0,0.014994712285250554,0,0,0,0.057419284433508834,17182
297,12672,Sam Switkowski,Fremantle,HFFR,22,0.3426456916664773,5.0,0.015574804166658058,0,0,0,0.07318692955655116,17167
298,12551,Zach Guthrie,Geelong,CHB,23,0.33672281092125034,0.0,0.014640122213967406,0,0,0,0.04677025092816485,17137
299,12772,Toby Bedford,Greater Western Sydney,FPL,17,0.3351680036584837,4.0,0.019715764921087276,0,0,0,0.18537127936490685,17163
300,13046,Arthur Jones,Western Bulldogs,HFFR,18,0.3329782615619912,4.0,0.01849879230899951,0,0,0,0.10475292352858698,17093
301,13247,Jobe Shanahan,West Coast,CHF,23,0.32728365523567154,5.0,0.014229724140681372,0,0,0,0.15224419285155072,17176
302,13306,Angus Anderson,Collingwood,INT,16,0.327091305390599,0.0,0.020443206586912437,0,0,0,0.050973182794190566,17204
303,12531,Mark OConnor,Geelong,INT,20,0.32491888433371197,2.0,0.0162459442166856,0,0,0,0.08892064956148157,17101
304,12966,Neil Erasmus,Fremantle,INT,23,0.32422389276189645,0.0,0.014096690989647671,0,0,0,0.06516957898068307,17214
305,13086,James Borlase,Adelaide,FB,17,0.3150371865376631,4.0,0.01853159920809783,0,0,0,0.06633870594134067,17182
306,12900,Buku Khamis,Western Bulldogs,FB,23,0.31410574200000596,3.0,0.013656771391304607,0,0,0,0.038858390586758884,17231
307,11948,Tom Lynch,Richmond,FF,15,0.3097960280646504,3.0,0.02065306853764336,0,0,0,0.24551210719648972,17236
308,12644,Sam Taylor,Greater Western Sydney,FB,12,0.30956280828393434,7.0,0.025796900690327862,0,0,0,0.22718060391978273,17206
309,13028,Lachlan Cowan,Carlton,HBFL,22,0.3071451837416532,2.0,0.013961144715529693,0,0,0,0.05107798069580932,17145
310,12508,Nic Newman,Carlton,HBFL,16,0.30587182763173865,2.0,0.019116989226983665,0,0,0,0.07722905140892014,17183
311,13087,Elijah Tsatas,Essendon,INT,6,0.3030672247668791,0.0,0.05051120412781318,0,0,0,0.1557707395336978,17171
312,13232,Leo Lombard,Gold Coast,INT,23,0.2972970084206818,1.0,0.01292595688785573,0,0,0,0.04577023548357678,17199
313,13035,Anthony Caminiti,St Kilda,BPR,18,0.29714025605839667,0.0,0.01650779200324426,0,0,0,0.049913368984352356,17147
314,12834,Jake Riccardi,Greater Western Sydney,FPR,9,0.2949937727292854,0.0,0.032777085858809486,0,0,0,0.20813960026521763,17061
315,13164,Joe Fonti,Greater Western Sydney,HBFR,22,0.2908837378712016,2.0,0.013221988085054618,0,0,0,0.09017041920560129,17061
316,12721,Liam Stocker,St Kilda,INT,18,0.28509004066527954,0.0,0.01583833559251553,0,0,0,0.05408975932124309,17229
317,13259,Jack Whitlock,Port Adelaide,FF,23,0.2844983647953683,1.0,0.01236949412153775,0,0,0,0.08729974566477645,17202
318,12829,Jordon Butts,Adelaide,CHB,9,0.28330158861916677,4.0,0.03147795429101853,0,0,0,0.14627319995267973,17074
319,12607,Jack Henry,Geelong,FB,19,0.2808348304155625,1.0,0.014780780548187501,0,0,0,0.05130662063938645,17212
320,12661,Liam Baker,West Coast,HBFR,20,0.2808103136415589,1.0,0.014040515682077944,0,0,0,0.17616089549115152,17164
321,13213,Cooper Hynes,Western Bulldogs,WR,21,0.28063531249330587,0.0,0.013363586309205042,0,0,0,0.08744667322219409,17231
322,12579,Harry Morrison,Hawthorn,WL,13,0.27955529119929357,7.0,0.021504253169176427,0,0,0,0.09286427971751973,17225
323,13159,Zac Taylor,Adelaide,INT,21,0.27953180052549936,0.0,0.013311038120261874,0,0,0,0.03501120292885925,17182
324,13299,Jacob Farrow,Essendon,HBFR,21,0.275655831861843,0.0,0.013126468183897285,0,0,0,0.13774583734904922,17220
325,13062,Jhye Clark,Geelong,INT,9,0.2712526177687399,0.0,0.030139179752082208,0,0,0,0.13611855333755618,17212
326,13236,Nick Madden,Greater Western Sydney,RK,9,0.26728956478694643,0.0,0.029698840531882938,0,0,0,0.21869726206732176,17102
327,12752,Changkuoth Jiath,Melbourne,INT,15,0.2644614020531709,2.0,0.017630760136878063,0,0,0,0.058960278760228274,17138
328,12282,Rory Lobb,Western Bulldogs,BPR,20,0.26084849892165085,3.0,0.013042424946082543,0,0,0,0.04975226628786989,17157
329,12374,Toby Nankervis,Richmond,RK,12,0.2605012727981432,0.0,0.021708439399845268,0,0,0,0.12676810818914624,17236
330,13098,Blake Howes,Melbourne,INT,20,0.2585632209717218,1.0,0.01292816104858609,0,0,0,0.04928013668695917,17144
331,12745,Hayden McLean,Sydney,INT,10,0.2583703878273639,0.0,0.02583703878273639,0,0,0,0.18406293329156093,17195
332,12866,Tom Powell,North Melbourne,C,8,0.2558858289789852,0.0,0.03198572862237315,0,0,0,0.08764883990186355,17088
333,12872,Nick Murray,Adelaide,CHB,11,0.2548635801759056,0.0,0.023169416379627782,0,0,0,0.04726089936925091,17182
334,13081,Luke Nankervis,Adelaide,INT,16,0.2536210081487737,0.0,0.015851313009298356,0,0,0,0.0809299285236525,17182
335,13032,Bailey Laurie,Melbourne,INT,16,0.2503314484303355,2.0,0.01564571552689597,0,0,0,0.07688971314899981,17253
336,12404,Mitch McGovern,Carlton,CHB,23,0.24692154207915695,0.0,0.01073571922083291,0,0,0,0.04607958395038936,17104
337,12312,Mason Wood,St Kilda,FPL,20,0.24452860204575882,0.0,0.012226430102287942,0,0,0,0.048448017605602106,17229
338,12440,Jacob Hopper,Richmond,INT,12,0.24314307927159726,0.0,0.020261923272633105,0,0,0,0.06626572072628728,17102
339,13273,Harry Dean,Carlton,BPL,20,0.24282076675724387,0.0,0.012141038337862193,0,0,0,0.03912684156095028,17247
340,13016,Elijah Hollands,Carlton,CHF,6,0.24239497714669067,3.0,0.04039916285778178,0,0,0,0.1270936279664915,17086
341,12629,Isaac Cumming,Adelaide,WL,16,0.2418262367667497,0.0,0.015114139797921856,0,0,0,0.0513212162916057,17069
342,13033,Judd McVee,Fremantle,INT,21,0.24151131488738858,0.0,0.011500538804161362,0,0,0,0.03957281796335377,17231
343,13248,Roan Steele,Collingwood,INT,18,0.24136599735425684,1.0,0.01340922207523649,0,0,0,0.04836960002576933,17252
344,12802,Ryan Byrnes,St Kilda,HBFR,15,0.2375653088353884,0.0,0.01583768725569256,0,0,0,0.053110968499711184,17229
345,13177,Isaac Kako,Essendon,FPL,15,0.2354563032800923,7.0,0.015697086885339485,0,0,0,0.13651102647138139,17098
346,12622,Charlie Spargo,North Melbourne,INT,19,0.23488959826650782,0.0,0.01236261043507936,0,0,0,0.05757011283321674,17204
347,12272,Christian Salem,Melbourne,INT,9,0.23337775623405946,0.0,0.025930861803784386,0,0,0,0.13793180549596867,17071
348,12246,Luke McDonald,North Melbourne,BPL,18,0.2333751375833974,0.0,0.012965285421299856,0,0,0,0.05136364160448938,17204
349,13188,Joe Berry,Port Adelaide,INT,23,0.23175557657353144,0.0,0.010076329416240497,0,0,0,0.08739492506560123,17142
350,13265,Jordan Croft,Western Bulldogs,INT,17,0.2316186924477446,0.0,0.013624628967514388,0,0,0,0.03802864205868822,17166
351,13204,Isaiah Dudley,Fremantle,INT,23,0.2290577288231708,3.0,0.009959031687963948,0,0,0,0.03990631001406153,17231
352,12860,James Jordon,Sydney,HFFL,22,0.22739799295080398,3.0,0.010336272406854726,0,0,0,0.04704573921746191,17106
353,13043,Tylar Young,West Coast,CHB,23,0.22310152110757833,0.0,0.0097000661351121,0,0,0,0.07448072374419182,17164
