feature,recent_mean,2026_mean,standardized_mean_diff,psi,missingness_shift,recent_p10,recent_p50,recent_p90,2026_p10,2026_p50,2026_p90,suspicious
effective_disposals__match_share,0.021739130434782608,0.021739130434782608,0.0,0.005641297249422443,0.0,0.008350730688935281,0.020444513403798534,0.037245043268704155,0.008912655971479501,0.02045926879957849,0.03662791928687882,False
rating_points__match_share,0.021739130434782608,0.021739130434782608,0.0,0.0038416159182021814,0.0,0.005484174374641206,0.020666197854397904,0.03921663580686514,0.006158182708761228,0.020453235648524158,0.03896269133100439,False
pressure_acts__match_pct,0.5108695652173914,0.5108695652173914,0.0,0.0011655176004826105,0.0,0.10869565217391304,0.5108695652173914,0.9130434782608695,0.10869565217391304,0.5108695652173914,0.9130434782608695,False
pressure_acts__match_rank,23.5,23.5,0.0,0.0006438212620116456,0.0,5.0,23.5,42.0,5.0,23.5,42.0,False
effective_disposals__match_rank,23.5,23.5,0.0,0.0009339360546119467,0.0,5.0,23.5,42.0,5.0,23.5,42.0,False
hitouts_to_advantage__match_pct,0.5108695652173914,0.5108695652173914,0.0,0.031149845450126952,0.0,0.45652173913043476,0.4673913043478261,0.4891304347826087,0.45652173913043476,0.4673913043478261,0.4782608695652174,False
hitouts_to_advantage__match_rank,23.5,23.5,0.0,0.09281290195569689,0.0,24.5,25.5,26.0,25.0,25.5,26.0,False
hitouts_to_advantage__match_share,0.021739130434782608,0.021739130434782608,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
rating_points__match_rank,23.5,23.5,0.0,7.433306233239299e-05,0.0,5.0,23.5,42.0,5.0,23.5,42.0,False
is_2020,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
