afltables_player,player_first_name,player_last_name,player,team_abbr,team,afl_round,match_round,actual_brownlow_votes,afltables_season_votes
"Whitfield, Lachie",Lachie,Whitfield,Lachie Whitfield,GW,Greater Western Sydney,17,16,0,2
"Whitfield, Lachie",Lachie,Whitfield,Lachie Whitfield,GW,Greater Western Sydney,18,17,0,2
"Whitfield, Lachie",Lachie,Whitfield,Lachie Whitfield,GW,Greater Western Sydney,20,19,0,2
"Whitfield, Lachie",Lachie,Whitfield,Lachie Whitfield,GW,Greater Western Sydney,21,20,0,2
"Whitfield, Lachie",Lachie,Whitfield,Lachie Whitfield,GW,Greater Western Sydney,22,21,1,2
"Whitfield, Lachie",Lachie,Whitfield,Lachie Whitfield,GW,Greater Western Sydney,23,22,0,2
"Whitfield, Lachie",Lachie,Whitfield,Lachie Whitfield,GW,Greater Western Sydney,24,23,1,2
"Whitfield, Lachie",Lachie,Whitfield,Lachie Whitfield,GW,Greater Western Sydney,25,24,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,1,0,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,4,3,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,5,4,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,6,5,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,7,6,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,8,7,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,9,8,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,10,9,1,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,11,10,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,12,11,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,13,12,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,14,13,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,15,14,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,16,15,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,18,17,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,19,18,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,20,19,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,21,20,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,22,21,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,23,22,1,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,24,23,0,2
"Henry, Oliver",Oliver,Henry,Oliver Henry,GE,Geelong,25,24,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,2,1,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,3,2,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,4,3,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,5,4,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,6,5,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,7,6,1,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,8,7,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,9,8,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,10,9,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,11,10,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,12,11,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,14,13,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,15,14,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,19,18,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,20,19,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,21,20,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,22,21,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,23,22,1,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,24,23,0,2
"Curtis, Paul",Paul,Curtis,Paul Curtis,NM,North Melbourne,25,24,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,1,0,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,2,1,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,4,3,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,5,4,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,6,5,1,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,7,6,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,8,7,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,9,8,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,10,9,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,11,10,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,12,11,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,13,12,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,14,13,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,15,14,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,16,15,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,18,17,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,19,18,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,20,19,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,21,20,1,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,22,21,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,23,22,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,24,23,0,2
"Atkins, Tom",Tom,Atkins,Tom Atkins,GE,Geelong,25,24,0,2
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,2,1,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,3,2,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,7,6,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,8,7,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,9,8,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,10,9,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,11,10,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,12,11,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,13,12,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,14,13,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,15,14,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,17,16,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,18,17,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,19,18,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,20,19,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,21,20,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,22,21,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,23,22,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,24,23,0,1
"Murdock, Milan",Milan,Murdock,Milan Murdock,WC,West Coast,25,24,1,1
"Campbell, Braeden",Braeden,Campbell,Braeden Campbell,SY,Sydney,20,19,0,1
"Campbell, Braeden",Braeden,Campbell,Braeden Campbell,SY,Sydney,21,20,0,1
"Campbell, Braeden",Braeden,Campbell,Braeden Campbell,SY,Sydney,22,21,0,1
"Campbell, Braeden",Braeden,Campbell,Braeden Campbell,SY,Sydney,23,22,0,1
"Campbell, Braeden",Braeden,Campbell,Braeden Campbell,SY,Sydney,24,23,0,1
"Campbell, Braeden",Braeden,Campbell,Braeden Campbell,SY,Sydney,25,24,1,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,2,1,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,3,2,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,4,3,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,6,5,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,7,6,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,8,7,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,9,8,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,10,9,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,11,10,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,12,11,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,13,12,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,14,13,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,15,14,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,17,16,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,18,17,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,19,18,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,20,19,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,21,20,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,22,21,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,23,22,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,24,23,0,1
"Caddy, Nate",Nate,Caddy,Nate Caddy,ES,Essendon,25,24,1,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,2,1,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,3,2,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,4,3,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,5,4,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,6,5,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,7,6,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,9,8,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,10,9,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,11,10,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,12,11,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,13,12,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,14,13,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,15,14,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,18,17,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,21,20,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,22,21,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,23,22,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,24,23,0,1
"Petty, Harry",Harry,Petty,Harry Petty,ME,Melbourne,25,24,1,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,15,14,0,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,17,16,0,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,18,17,0,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,19,18,0,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,20,19,0,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,21,20,0,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,22,21,0,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,23,22,0,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,24,23,0,1
"Hipwood, Eric",Eric,Hipwood,Eric Hipwood,BL,Brisbane Lions,25,24,1,1
"Swadling, Sam",Sam,Swadling,Sam Swadling,CW,Collingwood,16,15,0,1
"Swadling, Sam",Sam,Swadling,Sam Swadling,CW,Collingwood,17,16,0,1
"Swadling, Sam",Sam,Swadling,Sam Swadling,CW,Collingwood,18,17,0,1
"Swadling, Sam",Sam,Swadling,Sam Swadling,CW,Collingwood,19,18,0,1
"Swadling, Sam",Sam,Swadling,Sam Swadling,CW,Collingwood,20,19,0,1
"Swadling, Sam",Sam,Swadling,Sam Swadling,CW,Collingwood,23,22,0,1
"Swadling, Sam",Sam,Swadling,Sam Swadling,CW,Collingwood,24,23,1,1
"Swadling, Sam",Sam,Swadling,Sam Swadling,CW,Collingwood,25,24,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,1,0,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,2,1,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,4,3,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,5,4,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,6,5,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,9,8,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,10,9,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,19,18,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,20,19,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,21,20,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,23,22,0,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,24,23,1,1
"Zorko, Dayne",Dayne,Zorko,Dayne Zorko,BL,Brisbane Lions,25,24,0,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,15,14,0,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,16,15,0,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,18,17,0,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,19,18,0,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,20,19,0,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,21,20,0,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,22,21,1,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,23,22,0,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,24,23,0,1
"Fitzgerald, Joel",Joel,Fitzgerald,Joel Fitzgerald,ME,Melbourne,25,24,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,2,1,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,3,2,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,4,3,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,5,4,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,6,5,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,7,6,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,8,7,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,20,19,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,21,20,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,22,21,1,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,23,22,0,1
"Lalor, Sam",Sam,Lalor,Sam Lalor,RI,Richmond,24,23,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,1,0,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,2,1,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,3,2,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,5,4,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,6,5,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,7,6,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,8,7,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,9,8,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,10,9,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,11,10,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,12,11,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,13,12,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,14,13,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,15,14,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,16,15,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,18,17,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,19,18,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,20,19,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,21,20,1,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,22,21,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,23,22,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,24,23,0,1
"Bramble, Lachlan",Lachlan,Bramble,Lachlan Bramble,WB,Western Bulldogs,25,24,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,1,0,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,2,1,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,3,2,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,5,4,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,6,5,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,7,6,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,8,7,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,9,8,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,10,9,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,11,10,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,12,11,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,13,12,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,14,13,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,16,15,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,17,16,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,18,17,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,19,18,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,20,19,1,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,21,20,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,23,22,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,24,23,0,1
"Lewis, Mitch",Mitch,Lewis,Mitch Lewis,HW,Hawthorn,25,24,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,1,0,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,2,1,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,4,3,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,5,4,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,6,5,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,7,6,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,8,7,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,9,8,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,10,9,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,11,10,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,12,11,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,13,12,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,14,13,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,15,14,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,17,16,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,18,17,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,19,18,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,20,19,1,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,21,20,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,22,21,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,23,22,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,24,23,0,1
"Dunkley, Josh",Josh,Dunkley,Josh Dunkley,BL,Brisbane Lions,25,24,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,1,0,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,2,1,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,3,2,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,5,4,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,6,5,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,7,6,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,8,7,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,11,10,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,12,11,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,15,14,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,16,15,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,17,16,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,18,17,1,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,19,18,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,20,19,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,21,20,0,1
"Uwland, Zeke",Zeke,Uwland,Zeke Uwland,GC,Gold Coast,23,22,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,2,1,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,3,2,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,4,3,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,8,7,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,9,8,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,10,9,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,11,10,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,12,11,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,18,17,1,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,19,18,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,20,19,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,22,21,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,23,22,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,24,23,0,1
"Jiath, Changkuoth",Changkuoth,Jiath,Changkuoth Jiath,ME,Melbourne,25,24,0,1
"McAndrew, Lachlan",Lachlan,McAndrew,Lachlan McAndrew,AD,Adelaide,2,1,0,1
"McAndrew, Lachlan",Lachlan,McAndrew,Lachlan McAndrew,AD,Adelaide,3,2,0,1
"McAndrew, Lachlan",Lachlan,McAndrew,Lachlan McAndrew,AD,Adelaide,4,3,0,1
"McAndrew, Lachlan",Lachlan,McAndrew,Lachlan McAndrew,AD,Adelaide,5,4,0,1
