player_id,player,team,predicted_expected_votes,actual_votes,games,error,absolute_error,predicted_rank,actual_rank,rank_error
12627,Tom McCartin,Sydney,1.0467903724193945,3,20,-1.9532096275806055,1.9532096275806055,186,87,99
13122,Connor OSullivan,Geelong,1.0396935940810588,0,23,1.0396935940810588,1.0396935940810588,187,184,3
12087,Elliot Yeo,West Coast,1.0171477346925477,4,21,-2.9828522653074523,2.9828522653074523,188,77,111
12417,Marc Pittonet,Carlton,1.0107289429682507,1,20,0.010728942968250665,0.010728942968250665,189,140,49
12444,Sam Collins,Gold Coast,1.009559041910202,0,21,1.009559041910202,1.009559041910202,190,184,6
13038,Reuben Ginbey,West Coast,1.005781088107007,2,13,-0.9942189118929929,0.9942189118929929,191,112,79
12899,Nick Bryan,Essendon,0.9983935967593758,0,13,0.9983935967593758,0.9983935967593758,192,184,8
12418,Jayden Short,Richmond,0.9976470021168975,0,21,0.9976470021168975,0.9976470021168975,193,184,9
13132,Daniel Curtin,Adelaide,0.9971514588630788,0,16,0.9971514588630788,0.9971514588630788,194,184,10
13065,Lachlan McAndrew,Adelaide,0.9872007305402075,1,22,-0.012799269459792484,0.012799269459792484,195,140,55
13195,Riley Bice,Sydney,0.9731983598014813,2,20,-1.0268016401985187,1.0268016401985187,196,112,84
11894,Ryan Lester,Brisbane Lions,0.959849981944369,0,19,0.959849981944369,0.959849981944369,197,184,13
12809,Mark Keane,Adelaide,0.9555870639427221,0,9,0.9555870639427221,0.9555870639427221,198,184,14
12434,Ben Keays,Adelaide,0.9489833316476255,0,23,0.9489833316476255,0.9489833316476255,199,184,15
13294,Milan Murdock,West Coast,0.9416774437081573,1,20,-0.058322556291842687,0.058322556291842687,200,140,60
12714,James Rowbottom,Sydney,0.9393485076316141,0,21,0.9393485076316141,0.9393485076316141,201,184,17
12567,Will Setterfield,Essendon,0.9083813945860733,1,11,-0.09161860541392675,0.09161860541392675,202,140,62
12153,Mark Blicavs,Geelong,0.8671320360555115,0,18,0.8671320360555115,0.8671320360555115,203,184,19
13023,Ned Long,Collingwood,0.8668814217909959,0,21,0.8668814217909959,0.8668814217909959,204,184,20
12403,Daniel Rioli,Gold Coast,0.861573661978815,2,20,-1.138426338021185,1.138426338021185,205,112,93
13212,Matt Carroll,Carlton,0.8604853182212416,0,10,0.8604853182212416,0.8604853182212416,206,184,22
12558,Josh Battle,Hawthorn,0.8575456093526299,5,21,-4.14245439064737,4.14245439064737,207,68,139
12619,James Worpel,Geelong,0.8524931746075112,0,11,0.8524931746075112,0.8524931746075112,208,184,24
12664,Kane Farrell,Port Adelaide,0.8389714132211604,0,13,0.8389714132211604,0.8389714132211604,209,184,25
12422,Darcy Byrne-Jones,Port Adelaide,0.8100317560460729,1,22,-0.18996824395392709,0.18996824395392709,210,140,70
12597,Esava Ratugolea,Port Adelaide,0.8089021036376877,0,8,0.8089021036376877,0.8089021036376877,211,184,27
12485,Mabior Chol,Hawthorn,0.7969857470795444,0,18,0.7969857470795444,0.7969857470795444,212,184,28
13066,Oisin Mullin,Geelong,0.7910810675630142,0,23,0.7910810675630142,0.7910810675630142,213,184,29
12367,Alex Neal-Bullen,Adelaide,0.788108551284288,1,21,-0.21189144871571197,0.21189144871571197,214,140,74
12670,Conor Nash,Hawthorn,0.7867848340788632,0,10,0.7867848340788632,0.7867848340788632,215,184,31
12998,Massimo DAmbrosio,Hawthorn,0.7827342361863664,0,23,0.7827342361863664,0.7827342361863664,216,184,32
12824,Sam Flanders,St Kilda,0.7768075798976516,3,12,-2.2231924201023485,2.2231924201023485,217,87,130
13182,Matthew Jefferson,Melbourne,0.7621496854185755,0,16,0.7621496854185755,0.7621496854185755,218,184,34
12912,Josh Worrell,Adelaide,0.7560698869441072,0,22,0.7560698869441072,0.7560698869441072,219,184,35
12674,Tom De Koning,St Kilda,0.7549851540119092,0,20,0.7549851540119092,0.7549851540119092,220,184,36
13279,Phoenix Gothard,Greater Western Sydney,0.7490246792931559,3,16,-2.250975320706844,2.250975320706844,221,87,134
12996,Daniel Turner,Melbourne,0.738430900291351,0,19,0.738430900291351,0.738430900291351,222,184,38
12521,Ben Long,Gold Coast,0.7296446648076783,1,21,-0.2703553351923217,0.2703553351923217,223,140,83
11751,Steele Sidebottom,Collingwood,0.7277968469946965,2,20,-1.2722031530053035,1.2722031530053035,224,112,112
13019,Mac Andrew,Gold Coast,0.6952284186913336,0,23,0.6952284186913336,0.6952284186913336,225,184,41
12578,Patrick Lipinski,Collingwood,0.6832770874769456,0,19,0.6832770874769456,0.6832770874769456,226,184,42
12750,Connor Idun,Greater Western Sydney,0.6750777504675596,0,23,0.6750777504675596,0.6750777504675596,227,184,43
12700,Lachie Schultz,Collingwood,0.6747840727146817,0,21,0.6747840727146817,0.6747840727146817,228,184,44
13057,Josh Weddle,Hawthorn,0.6736228608320552,0,20,0.6736228608320552,0.6736228608320552,229,184,45
12864,Harry Sharp,Melbourne,0.6724381653253239,0,23,0.6724381653253239,0.6724381653253239,230,184,46
13278,Zeke Uwland,Gold Coast,0.6700284358088361,1,17,-0.3299715641911639,0.3299715641911639,231,140,91
12933,Joel Jeffrey,Gold Coast,0.6654137600971513,0,22,0.6654137600971513,0.6654137600971513,232,184,48
13101,Harvey Thomas,Greater Western Sydney,0.6455155383652866,1,22,-0.35448446163471337,0.35448446163471337,233,140,93
12952,Jake Soligo,Adelaide,0.6402265084684916,1,20,-0.3597734915315084,0.3597734915315084,234,140,94
12509,Will Hayward,Carlton,0.6154984028490218,0,21,0.6154984028490218,0.6154984028490218,235,184,51
13100,Seth Campbell,Richmond,0.6117179518641452,0,23,0.6117179518641452,0.6117179518641452,236,184,52
13123,Koltyn Tholstrup,Melbourne,0.6038613886352695,0,23,0.6038613886352695,0.6038613886352695,237,184,53
13146,Edward Allan,Collingwood,0.5988432904862988,0,18,0.5988432904862988,0.5988432904862988,238,184,54
12778,Trent Rivers,Melbourne,0.5922883105907111,0,16,0.5922883105907111,0.5922883105907111,239,184,55
12083,Jamie Elliott,Collingwood,0.5888330257958033,1,11,-0.4111669742041967,0.4111669742041967,240,140,100
12861,Logan McDonald,Sydney,0.5859083563845991,0,21,0.5859083563845991,0.5859083563845991,241,184,57
12352,Alex Pearce,Fremantle,0.583128369306759,0,20,0.583128369306759,0.583128369306759,242,184,58
13054,Aaron Cadman,Greater Western Sydney,0.5797436347693973,0,18,0.5797436347693973,0.5797436347693973,243,184,59
12536,Harry Perryman,Collingwood,0.5774691737675023,0,16,0.5774691737675023,0.5774691737675023,244,184,60
12891,Sam De Koning,Geelong,0.5772516099389621,0,19,0.5772516099389621,0.5772516099389621,245,184,61
12810,Sam Draper,Brisbane Lions,0.5732493311234528,0,22,0.5732493311234528,0.5732493311234528,246,184,62
12695,Willem Drew,Port Adelaide,0.5583331127104544,0,22,0.5583331127104544,0.5583331127104544,247,184,63
12351,Jake Lever,Melbourne,0.5569920613319858,0,22,0.5569920613319858,0.5569920613319858,248,184,64
12676,Billy Frampton,Collingwood,0.547078320283447,0,23,0.547078320283447,0.547078320283447,249,184,65
12910,Callum Brown,Greater Western Sydney,0.5453272519514871,0,18,0.5453272519514871,0.5453272519514871,250,184,66
